"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"93283","Life expectancy at birth, upper age band 90 and over","","","E92000001","England","England","Male","All ages","","","2016 - 20","79.4878056572934","79.465500789683","79.5101105249038","","","","","","","","","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","","","E10000020","Norfolk","Middle Super Output Area","Male","All ages","","","2016 - 20","79.9560430476282","79.7824172827125","80.129668812544","","","","","","","Better","","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005537","Acle & Reedham","Middle Super Output Area","Male","All ages","","","2016 - 20","80.8752","78.5895","83.1608","","","","","","","Similar","Similar","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005513","Attleborough","Middle Super Output Area","Male","All ages","","","2016 - 20","79.5398","78.1106","80.9689","","","","","","","Similar","Similar","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005520","Aylsham","Middle Super Output Area","Male","All ages","","","2016 - 20","81.5798","80.2961","82.8635","","","","","","","Better","Better","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005503","Bawdeswell, Swanton Morley & North Elmham","Middle Super Output Area","Male","All ages","","","2016 - 20","80.7183","79.3077","82.1289","","","","","","","Similar","Similar","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005575","Beeston Regis, Saxthorpe & Aldborough","Middle Super Output Area","Male","All ages","","","2016 - 20","82.2772","80.2105","84.3439","","","","","","","Better","Better","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005549","Belton","Middle Super Output Area","Male","All ages","","","2016 - 20","80.6813","78.5984","82.7641","","","","","","","Similar","Similar","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005533","Blofield, Lingwood & Upton","Middle Super Output Area","Male","All ages","","","2016 - 20","81.6771","80.1619","83.1923","","","","","","","Better","Better","20160000","","","5y"
"93283","Life expectancy at birth, upper age band 90 and over","E10000020","Norfolk","E02005588","Bowthorpe & West Earlham","Middle Super Output Area","Male","All ages","","","2016 - 20","74.8782","73.3319","76.4245","","","","","","","Worse","Worse","20160000","","","5y"
